Months Since Policy Inception,Months Since Last Claim,Number of Policies,Monthly Premium Auto,Number of Open Complaints
47,26,1,72,0
12,31,1,126,0
88,17,3,64,0
56,12,1,64,3
57,4,3,139,0
66,17,1,83,0
94,11,2,117,0
64,0,3,71,0
81,29,1,88,0
46,30,5,70,0
45,32,2,62,0
38,14,1,94,1
91,17,1,74,0
68,13,9,96,0
8,17,2,112,0
80,28,1,68,0
16,15,1,69,0
22,30,3,116,0
47,6,2,195,0
5,9,7,66,4
49,28,3,71,2
21,30,5,117,0
96,6,1,96,0
47,27,1,116,0
90,35,1,133,0
79,9,7,116,0
68,17,1,197,0
49,26,1,67,1
19,32,7,65,0
63,6,8,107,0
65,13,1,68,0
69,1,3,62,0
55,18,3,101,0
34,5,2,86,0
60,25,9,74,0
14,16,1,90,0
76,27,1,137,2
53,3,2,77,0
15,7,2,67,0
4,14,3,61,0
17,33,1,74,1
2,4,4,139,1
77,6,6,61,1
62,12,1,133,3
82,22,2,193,0
27,32,1,61,0
24,33,2,74,0
74,10,2,70,0
93,23,3,138,0
73,8,8,86,0
22,4,2,100,1
42,27,2,63,1
89,14,7,133,0
3,3,3,72,0
10,22,2,91,1
52,11,1,62,2
29,14,3,71,0
9,1,1,63,0
17,22,1,136,0
93,17,2,130,0
36,30,1,72,0
34,29,3,68,0
58,15,1,65,0
96,11,5,65,0
22,4,9,61,0
21,13,1,106,0
13,0,9,67,0
9,11,2,119,0
19,10,1,61,0
95,32,1,108,0
85,3,9,197,0
19,5,1,62,0
75,10,2,94,0
24,1,1,72,0
3,13,2,71,0
95,10,3,97,0
95,31,6,199,0
72,17,8,76,0
14,14,1,88,0
76,1,3,72,0
6,1,1,130,0
49,15,1,66,1
61,4,2,115,0
24,20,1,74,0
70,2,1,284,0
13,25,2,68,0
61,5,1,199,0
35,6,4,69,0
24,7,9,98,0
14,20,1,104,0
53,20,9,65,0
20,22,2,66,0
67,14,3,87,0
31,15,8,71,0
78,9,3,100,2
62,4,1,126,0
20,5,1,70,0
61,25,1,109,2
40,28,1,138,0
58,24,1,127,0
99,5,1,61,0
33,23,4,116,0
62,0,8,78,1
98,1,6,71,0
22,31,7,74,3
5,25,1,101,0
73,4,1,102,0
38,16,2,71,0
81,4,1,61,0
55,27,1,165,0
38,22,4,67,0
64,18,2,65,3
9,17,3,94,0
91,15,1,138,0
83,30,1,100,0
6,1,6,98,0
48,33,7,71,3
5,3,3,132,0
57,25,2,73,0
41,18,3,131,0
8,5,2,114,5
55,13,4,99,0
86,3,7,86,0
48,10,1,67,4
32,30,1,256,0
57,5,1,125,0
49,28,1,124,0
85,5,1,88,0
10,22,1,103,0
45,29,1,66,0
37,22,9,62,0
11,19,3,74,1
35,21,3,86,0
5,17,1,137,0
95,3,1,65,1
14,32,1,72,0
43,5,8,108,0
56,5,2,65,4
62,23,5,155,0
80,15,1,116,0
29,19,8,66,0
74,31,2,231,0
8,5,3,107,0
57,0,2,98,0
15,6,2,65,0
81,27,7,127,0
87,24,7,74,0
82,34,1,116,2
58,1,2,198,0
64,30,9,92,3
92,15,8,134,1
65,14,3,92,0
74,6,1,110,0
9,27,2,71,3
40,26,7,223,5
62,29,6,61,1
65,16,3,99,2
88,14,2,95,0
56,10,3,65,1
63,31,2,61,0
62,13,7,64,0
45,23,4,109,0
61,34,9,131,0
78,4,3,78,0
18,19,1,78,0
78,21,1,81,0
0,16,1,71,0
43,13,2,66,0
94,17,2,65,0
27,5,2,104,1
93,31,1,122,0
9,35,2,119,4
69,16,1,99,1
56,5,2,139,0
47,25,1,106,1
5,25,1,153,0
29,18,8,74,0
88,0,1,82,0
11,6,8,111,0
94,22,2,74,3
3,14,2,68,0
68,24,8,66,0
84,18,2,117,1
30,31,3,68,2
37,22,2,70,1
47,17,1,109,0
44,30,3,189,0
80,9,1,67,0
18,6,1,70,0
89,32,2,65,0
58,34,2,103,0
46,22,2,63,0
59,10,2,109,0
47,7,2,185,2
42,15,3,93,0
59,18,2,72,3
83,13,6,111,0
22,10,6,126,0
92,22,3,208,0
31,7,2,130,0
74,1,1,65,0
95,23,3,65,0
46,3,3,102,0
3,11,1,72,0
8,19,6,79,3
44,6,1,116,1
58,27,2,121,0
61,34,1,139,0
3,6,1,93,0
55,0,2,116,2
43,7,1,97,0
57,26,1,196,0
74,27,2,63,0
50,30,1,135,1
75,35,4,66,0
31,21,3,66,0
87,28,1,136,0
39,29,2,67,0
28,6,2,103,0
36,34,2,62,0
56,8,1,129,3
31,21,6,66,0
79,11,1,71,0
8,0,8,116,2
92,4,1,91,0
94,9,2,73,0
12,6,1,64,0
6,6,1,89,0
89,3,8,65,1
71,21,2,132,0
39,2,4,61,0
4,12,2,126,0
73,0,3,63,0
35,14,3,101,3
8,4,2,63,2
98,18,1,139,0
9,35,1,114,0
65,7,6,78,3
44,31,1,66,0
50,24,2,129,0
58,2,9,80,0
57,15,2,72,0
26,15,2,87,0
25,12,2,107,0
5,18,4,73,0
38,12,1,65,0
34,31,1,96,0
46,16,8,69,0
19,26,8,82,3
74,34,2,119,2
18,10,2,61,1
49,16,4,61,3
17,12,9,296,0
70,3,8,98,0
29,0,2,133,1
77,7,7,82,0
55,22,3,66,0
46,5,2,66,0
43,16,1,283,0
20,35,1,109,1
42,22,3,118,1
61,7,1,66,0
48,16,1,72,2
95,24,1,92,4
73,1,6,72,0
77,6,1,62,0
54,17,9,77,0
84,14,3,66,0
61,8,3,125,0
18,21,9,101,0
44,17,1,76,0
64,4,1,99,0
18,1,2,122,3
26,0,9,71,0
11,2,3,99,0
34,4,3,124,0
50,1,9,99,0
46,3,3,102,0
43,15,4,68,0
85,28,2,80,0
38,3,5,74,0
42,7,1,119,0
68,2,1,64,0
40,21,1,112,0
32,30,1,62,0
24,7,1,210,2
74,35,1,70,0
40,0,1,97,0
52,3,2,70,0
6,7,2,85,0
70,31,3,71,0
39,19,1,126,0
13,13,1,112,0
5,31,1,69,0
81,11,4,102,0
46,5,1,119,2
75,31,3,136,4
52,10,2,97,1
14,6,3,72,0
71,0,1,67,0
40,13,1,77,0
93,22,3,61,0
54,19,1,65,2
17,2,7,157,0
58,27,3,109,0
22,21,2,109,0
36,14,1,90,0
72,3,1,83,3
45,0,4,72,0
43,16,1,283,0
15,33,2,123,0
44,17,7,73,0
86,10,1,82,0
9,18,3,118,0
27,6,1,66,0
73,23,1,65,0
65,21,1,107,0
73,23,5,87,1
26,22,1,81,0
96,18,1,61,0
11,24,2,102,0
76,3,7,90,0
32,11,6,84,0
15,35,1,99,0
40,21,2,63,0
28,12,1,99,0
22,15,2,81,3
81,35,3,112,1
72,29,6,64,0
52,26,6,69,2
10,10,5,103,0
99,10,1,244,0
61,4,4,72,1
29,29,9,107,0
10,24,1,70,0
44,20,1,70,0
90,31,2,62,0
90,5,2,61,0
30,23,7,124,0
13,20,1,63,3
88,2,2,62,2
77,34,1,70,0
52,19,1,74,0
15,31,1,102,1
57,13,3,107,0
87,20,1,114,0
39,7,6,106,0
69,1,1,90,0
59,0,2,62,0
37,35,1,65,0
76,31,3,69,4
7,8,1,89,2
27,16,7,68,0
19,29,1,92,0
27,24,9,109,1
46,6,1,71,0
0,31,1,66,0
86,25,2,112,0
5,15,2,130,0
83,13,3,194,0
98,33,1,64,0
11,21,2,61,1
72,28,2,74,0
50,21,3,70,0
43,28,7,64,0
96,25,1,69,0
38,3,1,94,0
56,15,1,118,0
18,2,1,121,0
74,34,2,119,2
58,4,8,124,0
59,34,2,64,1
45,25,2,61,0
8,13,5,62,0
11,28,1,102,0
50,22,3,74,0
58,33,3,119,1
60,0,4,64,3
46,12,1,72,0
36,17,1,79,0
40,2,5,137,0
30,29,1,70,0
30,35,1,96,1
10,24,9,114,3
62,32,2,102,0
10,0,5,83,0
93,23,1,78,1
42,0,4,102,0
96,16,1,70,0
23,34,1,64,0
88,2,1,63,0
4,34,8,71,1
6,30,1,63,1
6,23,6,64,0
36,8,6,69,0
38,5,8,92,0
65,3,5,63,0
49,1,2,79,0
45,32,1,62,0
58,4,8,133,0
1,17,1,80,0
39,25,7,89,1
26,7,3,139,0
40,28,2,63,1
12,14,9,87,0
13,19,1,89,0
77,30,5,137,0
29,6,1,67,0
30,22,3,86,0
38,15,2,180,3
49,4,2,85,0
39,19,1,64,1
59,10,2,109,0
11,34,3,61,2
39,34,1,106,0
96,1,1,65,0
58,8,2,113,0
76,5,2,113,1
46,3,3,102,0
63,17,1,67,0
45,12,5,65,0
59,6,2,69,0
53,21,7,79,1
34,8,1,73,0
44,3,3,108,0
41,3,1,63,1
41,31,1,71,0
3,4,1,66,0
77,0,1,112,0
52,2,8,118,0
59,1,2,118,0
45,12,3,118,0
50,24,8,112,0
95,18,2,106,0
61,31,7,66,3
52,4,2,63,0
78,10,3,115,0
43,2,1,63,5
49,12,6,235,0
56,21,5,69,0
81,23,2,116,0
44,10,2,71,0
15,6,3,101,0
30,15,2,136,0
26,23,3,101,0
71,11,1,66,0
50,23,8,65,0
96,9,1,107,2
23,14,1,78,1
26,3,9,81,0
8,33,2,73,0
12,19,1,98,1
86,31,2,87,1
55,20,2,67,1
13,33,3,72,1
4,16,5,112,0
98,4,1,80,0
53,23,2,62,0
29,15,7,112,3
21,17,4,83,1
11,15,6,62,0
85,5,2,69,1
91,15,1,67,3
71,10,4,119,0
20,5,3,96,0
54,8,2,72,0
77,8,2,76,0
28,12,1,186,0
62,10,1,184,0
7,15,2,62,0
71,19,3,74,0
36,34,2,106,1
68,20,2,67,0
1,23,1,66,0
72,18,8,76,0
40,25,1,64,1
19,11,8,117,0
51,2,1,74,0
42,10,6,108,0
82,3,7,65,0
63,10,1,67,0
88,34,1,69,0
7,22,4,74,0
3,29,1,61,2
30,11,1,136,1
79,18,1,92,0
25,13,1,62,0
66,0,7,110,0
34,30,1,66,0
22,23,1,93,0
82,2,1,83,0
52,15,2,68,0
71,16,1,62,1
41,20,2,90,0
95,6,5,68,0
69,25,1,99,0
91,3,1,113,0
11,9,5,187,0
99,9,6,61,0
18,14,2,62,1
64,2,3,78,0
79,19,2,93,0
19,28,2,111,0
30,25,1,70,0
66,6,5,72,0
54,17,2,62,0
61,11,1,74,0
25,20,1,79,0
93,16,6,78,0
25,33,1,188,0
6,33,8,95,2
0,20,3,64,1
21,11,9,94,0
60,17,1,113,0
86,12,1,65,0
12,18,1,67,0
43,33,2,61,4
28,3,2,82,0
3,13,1,110,0
63,5,3,109,0
55,10,2,115,0
80,2,2,66,0
89,10,1,70,0
62,2,1,83,0
25,26,1,72,1
25,11,4,65,0
81,14,1,62,0
59,23,2,129,0
34,1,5,111,0
62,6,1,110,0
62,26,1,94,0
11,8,2,118,0
19,7,2,121,0
73,23,1,65,0
68,34,5,133,0
18,1,1,117,0
0,5,2,107,1
70,33,7,84,0
9,12,2,136,0
37,12,2,85,0
76,5,3,103,0
35,24,3,115,0
84,6,1,113,0
30,25,1,62,0
43,3,2,101,1
88,26,3,67,3
4,19,2,102,0
7,23,1,87,1
13,23,1,89,0
72,16,9,118,0
51,11,2,97,5
35,9,1,108,0
72,24,6,99,0
36,2,3,117,0
93,22,1,65,0
67,24,8,135,0
87,10,1,88,0
0,1,8,76,1
5,22,1,109,0
2,10,5,86,0
39,2,1,85,0
32,21,2,85,0
56,5,2,139,0
29,3,6,71,0
55,2,1,69,0
61,6,2,125,0
56,10,4,77,0
85,5,4,73,0
59,4,2,82,0
12,35,1,91,1
20,20,2,73,0
42,12,5,112,0
21,5,2,106,0
63,11,2,70,0
38,6,1,69,0
74,3,2,73,0
79,14,3,66,0
44,20,9,113,0
50,4,1,118,1
2,1,2,89,0
73,2,1,185,0
15,17,3,73,0
55,16,2,71,0
95,18,2,106,0
71,34,2,66,0
66,0,7,64,2
46,31,2,63,3
83,12,1,98,0
62,3,7,108,3
39,11,2,70,0
54,15,1,88,0
4,15,4,67,0
76,8,1,110,0
4,26,3,76,0
50,20,4,83,2
59,21,3,129,0
52,12,2,61,0
86,31,3,119,0
96,1,1,65,0
95,34,1,62,0
17,10,1,199,0
19,16,2,133,0
70,27,4,285,0
9,34,1,70,1
75,9,1,70,0
50,27,1,96,0
37,6,1,71,0
84,34,8,256,0
15,5,8,71,0
99,1,5,62,0
46,26,3,70,0
12,27,2,82,0
78,0,1,79,0
80,21,4,106,2
19,11,2,84,1
68,5,1,99,1
86,33,1,77,0
6,12,9,62,0
50,1,1,104,0
44,1,7,65,0
78,16,1,69,0
81,21,3,67,0
3,22,1,74,0
59,11,2,110,0
44,14,1,64,0
47,0,1,189,0
1,11,1,80,3
72,0,3,92,0
21,7,2,97,1
10,24,9,114,3
5,2,2,111,0
92,3,1,105,0
86,8,3,88,0
95,29,2,199,0
49,31,2,131,1
14,10,1,86,0
25,7,6,66,0
17,25,2,121,0
43,2,2,83,0
36,9,2,67,0
34,16,2,62,0
16,21,1,66,0
51,11,7,112,0
62,26,2,65,1
65,10,1,62,1
44,23,3,117,0
23,16,2,74,0
47,21,2,70,0
92,11,2,62,0
15,1,3,81,0
84,0,1,68,0
40,7,3,124,0
8,1,8,115,1
49,13,1,117,3
10,4,2,109,0
19,21,4,115,0
63,10,1,93,0
52,4,2,63,0
72,22,6,191,0
64,7,3,169,0
63,35,3,94,0
52,13,2,68,0
16,5,2,82,0
18,15,1,191,0
20,32,8,150,0
43,12,3,103,0
30,14,5,110,1
15,30,5,81,2
84,0,3,61,1
17,13,3,67,0
45,14,8,101,2
14,19,4,74,0
67,6,1,64,0
15,8,2,67,0
35,4,2,175,0
77,21,2,67,0
88,4,2,99,3
21,11,2,202,0
4,4,1,87,3
92,22,3,198,3
71,21,1,63,0
76,21,7,64,0
55,11,1,77,0
8,1,2,70,0
47,8,3,74,1
25,13,1,100,1
43,25,1,88,0
51,15,1,189,1
46,5,1,63,0
16,8,1,81,4
62,17,3,113,0
72,19,1,64,0
48,35,2,102,0
88,30,6,89,0
49,13,3,99,1
83,4,1,88,0
13,9,2,66,0
1,0,9,69,0
89,7,5,66,0
11,23,1,83,0
2,27,1,122,0
81,11,1,68,3
10,20,1,65,0
76,18,1,63,0
91,30,1,66,0
26,12,2,131,0
90,24,9,116,0
46,11,3,95,0
7,28,8,95,0
23,8,8,91,3
34,8,2,62,4
77,4,9,162,0
24,6,3,114,1
32,34,9,93,0
37,3,1,112,0
66,28,1,135,0
0,14,1,194,0
48,13,8,66,0
14,11,6,67,0
9,29,1,124,0
54,7,1,101,0
57,32,1,116,0
17,10,1,64,0
24,7,8,64,1
5,6,9,61,0
73,9,1,194,0
48,24,2,66,0
3,25,1,62,0
5,10,1,78,0
51,29,9,70,0
26,15,3,65,0
71,6,1,66,2
5,27,1,134,0
50,0,6,108,0
91,12,2,66,0
50,19,2,67,0
21,27,3,72,0
57,25,3,114,1
69,32,1,74,0
45,19,1,65,0
28,13,1,143,0
85,15,2,99,0
41,27,1,64,0
78,10,1,118,0
33,25,2,72,0
47,15,1,72,0
70,29,1,71,0
60,9,1,107,0
21,33,5,136,0
37,17,2,87,2
72,3,1,83,3
84,6,1,102,0
73,15,1,129,0
93,13,1,68,0
89,20,2,114,0
80,26,9,71,0
44,35,7,109,1
73,6,1,112,0
85,6,2,73,0
28,16,5,71,0
9,12,2,128,0
72,19,7,65,0
18,6,2,69,0
85,6,2,73,0
64,22,3,113,0
29,6,4,74,0
72,0,7,109,0
63,18,1,111,0
3,10,2,97,0
93,24,2,87,0
20,6,1,103,0
55,23,1,123,0
51,17,4,74,0
27,16,2,65,0
16,24,3,69,0
25,21,3,94,2
2,23,3,71,2
66,3,9,79,0
60,2,2,93,0
27,9,5,69,0
39,29,1,74,0
17,15,2,91,0
77,10,2,102,0
0,5,2,62,0
83,2,3,72,0
70,19,2,79,0
53,17,2,110,1
45,14,3,63,0
4,12,2,126,0
49,1,1,83,1
87,5,1,93,0
39,13,1,78,0
30,0,3,65,0
59,21,3,129,0
9,6,3,114,0
31,0,1,105,0
60,7,3,73,0
28,12,1,99,0
52,33,2,72,0
79,3,1,67,1
42,15,5,83,0
16,6,3,122,0
8,26,8,64,4
76,15,1,88,0
57,32,5,63,3
13,34,2,89,0
35,9,1,93,0
59,19,1,70,0
19,32,2,63,0
90,7,1,114,0
47,27,1,63,0
38,3,1,94,0
29,34,2,65,0
43,16,7,96,0
49,23,2,100,0
87,26,1,72,0
17,12,8,77,0
50,27,7,92,0
59,30,3,65,2
98,15,1,63,0
52,13,1,64,0
10,9,8,73,0
2,1,2,110,0
49,11,1,99,0
12,15,8,81,0
60,0,3,97,1
70,6,1,66,0
32,27,1,61,5
10,11,1,121,0
12,1,7,115,0
94,24,3,119,0
61,5,2,84,1
21,4,1,215,1
40,5,1,76,0
69,18,2,111,1
75,2,2,115,0
59,22,7,70,0
85,15,4,65,2
28,14,1,79,0
96,22,1,63,0
52,1,1,63,1
83,5,2,168,0
11,28,1,102,0
60,7,8,77,0
45,10,2,61,1
50,6,3,114,0
72,30,7,83,0
31,10,1,114,2
78,14,9,63,1
89,6,3,65,0
39,14,1,100,0
7,1,7,64,0
46,35,4,66,0
36,10,3,113,1
36,1,1,68,1
89,9,7,105,0
57,15,3,67,0
21,13,1,97,0
62,1,3,70,0
47,22,9,67,1
50,18,1,105,0
49,15,4,84,3
38,4,3,65,0
84,8,1,72,0
1,5,6,74,0
14,9,2,128,0
27,26,1,65,2
51,3,1,139,0
9,5,1,62,0
39,4,6,72,0
15,10,2,113,0
21,15,1,68,0
69,10,1,82,0
15,22,2,73,2
42,15,3,114,2
60,33,1,115,1
90,6,1,66,0
19,32,2,63,0
18,13,2,101,0
15,13,1,69,0
28,34,9,202,0
10,3,4,74,0
47,31,9,71,0
37,19,3,64,0
30,16,2,99,0
20,5,1,69,1
60,19,2,198,0
93,0,7,64,0
45,31,9,72,0
49,3,2,87,0
6,17,1,71,0
51,10,1,132,0
91,3,2,65,2
15,5,1,119,0
77,8,1,90,0
68,8,7,83,0
39,29,2,67,0
61,7,1,110,0
64,4,9,92,0
28,21,2,61,3
70,7,2,134,0
25,0,3,86,0
10,16,1,104,1
38,16,2,71,0
69,4,9,69,0
70,0,1,127,0
39,17,8,93,0
9,12,1,68,0
15,10,2,113,0
61,11,1,61,0
51,0,1,65,0
46,18,3,81,0
49,19,1,74,0
61,31,3,84,0
20,13,5,95,0
94,14,8,191,1
78,2,2,74,0
52,35,1,68,0
62,20,1,110,0
39,19,1,116,0
42,3,2,139,0
83,4,1,88,0
66,7,9,66,0
36,24,1,72,0
50,11,2,112,0
17,18,1,115,0
32,3,1,71,0
37,29,4,103,0
71,24,6,65,0
43,4,7,63,0
15,10,2,113,0
28,6,4,61,0
42,19,1,81,0
81,9,3,65,0
33,3,2,73,0
64,14,1,87,0
11,13,6,134,0
50,22,1,89,0
8,3,1,93,0
5,14,1,65,0
20,11,1,81,0
31,23,1,274,0
44,17,7,73,0
76,35,3,131,2
32,18,9,62,0
50,28,2,74,4
65,24,2,70,0
67,2,1,68,2
59,16,1,89,0
0,22,2,67,1
23,8,1,73,0
29,30,3,73,0
71,26,1,108,0
32,11,7,110,1
5,23,1,65,0
55,2,5,87,2
5,21,1,70,0
54,20,1,103,0
18,29,2,74,3
99,0,3,65,0
57,11,1,92,0
52,13,3,61,0
59,22,2,95,0
38,15,8,66,0
43,20,5,110,0
53,8,4,190,0
9,1,6,84,0
22,4,3,124,0
46,32,3,82,0
98,14,1,70,0
84,2,9,96,0
81,8,3,65,0
5,10,6,71,0
41,0,1,81,0
12,13,6,78,0
92,14,3,83,1
96,14,1,64,0
15,17,2,71,0
53,21,7,79,1
39,13,2,185,3
77,1,6,102,0
89,12,1,69,0
37,31,2,106,0
45,0,1,68,0
77,17,2,102,0
48,35,2,102,0
3,14,1,74,0
88,17,9,73,1
33,2,9,70,0
80,15,1,116,0
87,3,6,72,2
74,5,2,62,0
46,17,2,69,0
65,6,2,110,0
76,3,2,140,0
72,11,1,92,0
77,10,2,102,0
71,8,2,73,1
12,33,1,61,0
47,24,3,69,1
9,21,9,78,0
91,26,5,107,0
47,9,8,62,0
15,35,2,63,0
27,22,2,70,0
52,29,1,83,0
59,7,1,180,0
30,31,3,68,1
81,26,1,62,0
50,25,2,219,0
52,10,1,86,0
71,6,1,66,2
79,5,6,73,0
81,15,1,71,1
34,13,3,62,4
33,23,1,129,0
57,3,1,70,0
1,17,7,61,1
38,12,2,62,0
0,4,8,73,0
23,21,3,74,0
33,23,2,132,0
20,23,1,121,0
50,23,8,102,0
71,3,1,185,0
24,13,1,71,0
94,9,1,61,0
23,28,1,107,1
64,3,1,74,0
55,25,1,94,0
15,6,2,132,0
85,10,2,102,0
72,1,2,111,0
92,3,1,69,0
48,11,1,71,0
77,33,3,72,0
25,22,6,123,0
28,16,1,95,0
27,11,2,85,0
68,3,5,72,0
25,18,2,72,0
62,34,2,112,1
74,10,7,104,0
59,5,1,65,1
41,1,1,66,0
61,28,1,72,0
41,4,3,64,3
64,17,3,73,0
26,3,1,118,0
27,24,1,72,0
63,3,2,74,0
32,2,1,247,0
26,1,7,128,0
26,10,1,125,0
32,21,2,85,0
39,23,1,84,1
51,32,3,101,0
28,20,2,111,0
34,10,4,64,0
44,20,9,113,0
35,24,1,135,0
8,0,1,73,0
78,4,1,158,2
45,7,1,61,0
24,4,1,76,0
4,6,7,66,0
74,3,4,90,0
3,10,2,131,0
8,0,3,89,0
45,11,2,79,1
77,35,1,83,0
23,10,1,70,1
74,0,1,64,0
86,7,1,94,4
69,16,1,81,0
40,25,2,90,1
40,7,1,74,0
40,26,2,71,0
11,13,3,64,0
91,33,1,276,0
96,19,1,98,1
3,17,3,62,0
96,12,1,156,0
12,10,6,77,0
31,9,2,65,0
90,28,5,96,5
0,20,5,129,0
70,31,1,69,0
33,3,1,83,0
72,25,1,80,0
63,5,2,65,2
63,16,1,91,0
74,10,5,170,0
91,20,5,94,2
20,27,1,82,0
50,10,2,67,2
59,14,5,73,0
12,3,2,62,0
1,13,5,64,0
15,27,1,70,0
57,13,9,77,0
8,30,1,69,0
73,22,3,107,0
30,4,1,74,0
57,0,1,107,0
53,8,8,65,0
84,14,2,105,0
71,14,2,64,0
17,9,1,99,0
1,17,7,61,1
12,22,6,61,4
59,32,2,89,0
75,22,3,91,0
30,0,1,135,0
71,29,1,112,0
77,6,7,87,0
21,27,1,93,0
10,28,1,108,0
46,15,2,194,1
49,19,2,109,2
77,10,2,102,0
92,18,2,113,0
70,16,1,109,1
1,8,4,116,0
52,16,2,63,0
82,7,3,76,1
70,10,1,109,0
53,12,2,67,0
26,6,4,67,0
31,1,6,61,0
2,19,2,68,3
17,11,5,68,1
71,4,8,73,1
11,20,1,138,0
87,9,1,92,0
12,6,1,73,0
40,5,1,66,3
20,32,1,66,0
92,10,5,69,0
46,2,1,68,0
93,16,1,65,0
36,10,4,61,0
10,16,3,74,0
62,13,9,83,0
3,7,2,88,0
43,11,5,181,2
61,1,2,115,0
12,24,1,67,0
71,2,3,96,0
16,5,6,62,0
42,9,1,110,0
68,31,2,93,0
13,12,1,121,0
85,32,2,61,0
89,8,2,117,0
13,2,7,86,1
30,33,4,96,2
24,33,1,154,0
64,0,2,77,0
22,35,2,82,0
17,19,1,69,4
50,1,7,118,2
89,28,8,61,0
32,24,1,62,0
33,7,1,70,2
2,27,1,122,0
83,15,1,89,0
90,7,5,110,0
40,29,9,67,0
99,6,5,95,0
12,10,8,83,1
40,3,1,94,0
31,13,1,127,0
50,16,1,139,0
28,9,2,73,2
54,22,6,68,3
84,1,4,89,1
45,18,5,73,0
34,31,2,105,0
78,1,9,69,0
69,10,1,118,1
50,19,1,74,0
12,18,1,72,0
21,9,1,63,0
51,16,8,117,0
72,35,5,69,0
56,10,3,65,1
98,4,1,139,1
29,25,3,71,0
38,2,2,96,0
7,18,5,88,0
17,30,3,74,1
7,7,1,70,0
31,13,1,124,0
59,12,7,113,0
53,30,1,85,0
32,16,3,73,0
44,20,9,113,0
52,34,1,181,0
82,2,2,68,0
90,3,1,69,0
14,7,6,65,0
11,13,6,70,2
72,14,2,229,0
27,14,1,79,0
65,6,1,71,0
76,7,9,104,0
75,0,1,99,0
18,32,1,67,0
66,11,6,72,0
84,7,2,76,0
52,15,2,67,0
61,4,1,64,0
80,14,3,61,0
19,4,7,67,0
13,27,1,104,1
19,5,1,67,5
35,5,8,94,0
87,34,2,99,0
28,17,1,72,2
87,23,2,102,0
60,12,2,104,0
50,18,1,105,0
55,16,1,61,0
9,10,1,67,2
67,15,1,63,0
56,27,7,69,0
35,13,3,77,0
68,9,8,113,0
76,13,2,87,0
27,3,1,73,0
3,12,1,70,0
15,18,9,77,3
66,15,8,66,0
61,30,1,128,0
4,6,1,98,0
38,23,1,97,0
78,24,6,121,0
74,9,8,102,0
83,4,2,66,0
1,23,1,83,0
19,24,1,67,0
41,23,2,119,0
30,26,1,62,0
16,12,1,121,0
4,24,1,125,0
42,28,1,91,0
0,27,1,150,2
61,17,2,104,0
18,19,1,97,0
41,10,1,103,5
67,1,1,65,0
11,7,1,71,0
50,6,2,68,0
44,0,3,133,0
6,12,2,193,0
51,29,9,63,0
28,12,1,99,0
62,8,2,67,0
22,24,1,105,1
80,5,2,61,0
73,1,2,109,0
18,33,2,65,1
96,1,2,68,0
83,4,1,88,0
54,2,1,105,0
89,32,1,73,0
81,12,5,69,0
39,18,4,72,0
39,33,7,72,0
81,2,7,96,0
59,32,2,89,0
37,17,7,78,3
63,7,1,63,1
56,8,2,91,0
58,31,3,97,0
42,7,4,133,0
66,32,5,78,0
88,13,3,65,0
48,9,2,122,0
30,31,3,90,0
75,1,1,129,0
12,8,3,171,1
20,34,2,94,0
67,35,2,63,0
59,13,1,66,0
92,27,2,110,0
77,26,4,102,0
12,2,9,72,0
15,29,2,73,2
47,0,9,61,3
93,22,2,89,0
24,4,1,95,0
56,35,3,70,0
62,3,3,104,0
31,21,1,71,0
89,13,7,94,2
18,11,5,290,0
56,15,2,62,1
11,17,4,93,0
27,25,1,77,2
80,19,8,84,2
37,18,2,103,0
26,30,8,72,0
27,0,9,113,0
8,14,7,100,0
23,21,3,78,3
19,11,1,106,1
82,15,3,73,0
74,34,2,119,2
42,4,4,132,0
86,5,7,68,0
68,2,5,87,0
42,5,2,74,3
64,14,4,118,0
73,28,1,83,0
50,18,3,62,0
48,2,1,70,3
56,7,1,66,0
47,7,3,63,0
63,9,1,78,0
14,23,1,116,3
61,20,1,85,4
30,19,1,137,0
93,16,1,65,0
54,22,7,96,0
1,24,1,64,0
30,16,1,66,0
53,18,8,67,0
59,10,2,109,0
25,28,1,297,1
47,25,8,61,0
53,5,3,61,0
18,9,1,107,0
42,11,5,116,0
66,0,8,69,0
74,9,2,119,0
73,28,1,66,0
85,1,1,183,0
64,9,2,99,0
53,14,2,67,4
50,8,1,65,0
87,6,1,116,0
72,19,3,122,2
20,5,5,64,2
22,32,2,88,0
81,17,1,107,0
61,20,1,195,0
50,20,1,95,0
14,3,1,71,0
37,0,3,118,0
28,31,8,111,0
47,11,1,115,0
21,6,3,181,0
63,7,1,74,0
76,21,8,78,0
3,11,1,72,0
97,23,1,68,0
25,4,9,62,0
14,26,1,78,0
72,35,3,65,0
60,31,1,107,0
5,23,1,85,0
52,4,2,63,0
8,16,2,88,0
75,2,2,115,0
9,31,9,87,0
36,18,9,69,3
38,19,1,96,0
48,13,2,67,0
40,17,3,194,1
78,20,3,71,4
90,5,2,117,1
70,33,7,84,0
36,5,2,68,0
71,0,3,67,1
63,18,1,111,0
2,8,2,88,0
23,11,9,109,0
40,17,3,74,0
14,21,8,191,0
67,15,1,63,0
53,3,7,64,1
36,25,3,114,1
96,0,1,70,0
84,18,2,90,0
65,21,2,70,0
84,30,1,182,0
69,30,1,219,0
79,13,1,68,0
43,6,9,101,0
27,6,1,66,0
39,29,2,67,0
22,21,1,71,3
36,11,3,124,0
